,City,float_value,id,label,type,percent_value,string_value,currency_dollar_value,int_value,url_value
2,montreal,,PISA-DETAIL-MATH-LOW-PERFORMERS,Percent of low performers in PISA math test,percent,0.13828946464512126,,,,
3,montreal,515.4297028079022,PISA-DETAIL-MATH-MEAN-SCORES,Country mean scores in PISA math test,float,,,,,
4,montreal,,PISA-DETAIL-READING-HIGH-PERFORMERS,Percent of top performers in PISA reading test,percent,0.12856778143607905,,,,
5,montreal,,PISA-DETAIL-READING-LOW-PERFORMERS,Percent of low performers in PISA reading test,percent,0.10894788089799351,,,,
6,montreal,523.1240029666766,PISA-DETAIL-READING-MEAN-SCORES,Country mean scores in PISA reading test,float,,,,,
7,montreal,,PISA-DETAIL-SCIENCE-HIGH-PERFORMERS,Percent of top performers in PISA science test,percent,0.11311272404470786,,,,
8,montreal,,PISA-DETAIL-SCIENCE-LOW-PERFORMERS,Percent of low performers in PISA science test,percent,0.10422230388408599,,,,
9,montreal,525.4412921426247,PISA-DETAIL-SCIENCE-MEAN-SCORES,Country mean scores in PISA science test,float,,,,,
10,montreal,,PISA-MATHS-RANKING,PISA math ranking (high school),int,,,,9.0,
11,montreal,,PISA-RANKING,PISA ranking,int,,,,5.0,
12,montreal,0.9665,PISA-RANKING-TELESCORE,PISA ranking (high school) [Teleport score],float,,,,,
13,montreal,,PISA-READING-RANKING,PISA reading (high school),int,,,,2.0,
14,montreal,,PISA-SCIENCE-RANKING,PISA science (high school),int,,,,6.0,
15,montreal,0.4933,QUALITY-OF-UNIVERSITIES-TELESCORE,University quality [Teleport score],float,,,,,
16,montreal,,UNIVERSITIES-BEST-RANKED-NAME,Best university in ranking,string,,McGill University,,,
17,montreal,,UNIVERSITIES-BEST-RANKED-RANK,Best university ranking,int,,,,42.0,
0,montreal,0.9068,HEALTHCARE-COST-TELESCORE,Healthcare expenditure [Teleport score],float,,,,,
1,montreal,82.1746,HEALTHCARE-LIFE-EXPECTANCY,Life expectancy (years),float,,,,,
2,montreal,0.929,HEALTHCARE-LIFE-EXPECTANCY-TELESCORE,Life expectancy [Teleport score],float,,,,,
3,montreal,0.6619,HEALTHCARE-QUALITY-TELESCORE,Healthcare quality [Teleport score],float,,,,,
0,montreal,,APARTMENT-RENT-LARGE,Large apartment,currency_dollar,,,1100.0,,
1,montreal,,APARTMENT-RENT-MEDIUM,Medium apartment,currency_dollar,,,930.0,,
2,montreal,,APARTMENT-RENT-SMALL,Small apartment,currency_dollar,,,730.0,,
3,montreal,0.7376,RENT-INDEX-TELESCORE,Rent index [Teleport score],float,,,,,
0,montreal,,ELDERLY-PEOPLE,Percent of elderly people (65+ years) in country,percent,0.001818,,,,
1,montreal,81.9,LIFE-EXPECTANCY,Life expectancy at birth in country,float,,,,,
2,montreal,42.0,MEDIAN-AGE,Median age in country,float,,,,,
3,montreal,,UNEMPLOYMENT-RATE,Unemployment rate in country,percent,0.0007099999999999999,,,,
0,montreal,,EMPLOYER-SOCIAL-TAXES-CAP-OTHER,Maximum amount paid by employer as other social taxes per employee,currency_dollar,,,82.0,,
1,montreal,,EMPLOYER-SOCIAL-TAXES-CAP-SOC-SEC,Maximum amount paid by employer as social security taxes per employee,currency_dollar,,,156.0,,
2,montreal,,EMPLOYER-SOCIAL-TAXES-OTHER,Employer social taxes per employee,percent,0.02632,,,,
3,montreal,,EMPLOYER-SOCIAL-TAXES-SOC-SEC,Employer social security taxes per employee,percent,0.0495,,,,
4,montreal,,STARTUP-JOBS-AVAILABLE,Startup jobs available,int,,,,295.0,
5,montreal,0.7594,STARTUP-JOBS-AVAILABLE-TELESCORE,Startup job availability [Teleport score],float,,,,,
6,montreal,0.5449,STARTUP-SALARIES,Startup salary [Teleport score],float,,,,,
7,montreal,,STARTUP-SALARIES-DETAIL,Startup salary,currency_dollar,,,49581.0,,
0,montreal,,ENGLISH-SKILLS-DETAIL,English skills,int,,,,56.0,
1,montreal,0.56,ENGLISH-SKILLS-TELESCORE,English skills [Teleport score],float,,,,,
2,montreal,,SPOKEN-LANGUAGES,Spoken languages,string,,"English, French",,,
0,montreal,,LGBT-DETAIL-ADOPTION,LGBT adoption rights,string,,✔ Legal,,,
1,montreal,,LGBT-DETAIL-AGE-OF-CONSENT,LGBT age of consent,string,,✖ Unequal,,,
2,montreal,,LGBT-DETAIL-CHANGING-GENDER,LGBT gender changing rights,string,,Varies by Region,,,
3,montreal,,LGBT-DETAIL-CONVERSION-THERAPY,LGBT conversion therapy regulations,string,,Varies by Region,,,
4,montreal,,LGBT-DETAIL-DISCRIMINATION,LGBT discrimination legality,string,,Illegal in some contexts,,,
5,montreal,,LGBT-DETAIL-DONATING-BLOOD,LGBT blood donation regulations,string,,✖ Banned (5-year deferral),,,
6,montreal,,LGBT-DETAIL-EMPLOYMENT-DISCRIMINATION,LGBT employment discrimination legality,string,,Sexual orientation only,,,
7,montreal,,LGBT-DETAIL-HOMOSEXUALITY,LGBT homosexuality rights,string,,✔ Legal,,,
8,montreal,,LGBT-DETAIL-HOUSING-DISCRIMINATION,LGBT housing discrimination legality,string,,Varies by Region,,,
9,montreal,,LGBT-DETAIL-MARRIAGE,LGBT marriage rights,string,,✔ Legal,,,
10,montreal,,LGBT-DETAIL-OPINION-PERCENT-IN-FAVOR,Homosexuality acceptance (percent of the surveyed population in favor),percent,0.8,,,,
11,montreal,82.02,LGBT-INDEX,LGBT Equality Index,float,,,,,
12,montreal,0.8369,LGBT-INDEX-TELESCORE,LGBT Equality Index [Teleport score],float,,,,,
13,montreal,0.8017,TOLERANCE-TOWARDS-MINORITIES-TELESCORE,Tolerance towards minorities [Teleport score],float,,,,,
0,montreal,29.5925,NETWORK-DOWNLOAD,Download speed (Mbps),float,,,,,
1,montreal,0.4683,NETWORK-DOWNLOAD-TELESCORE,Internet access (download) [Teleport score],float,,,,,
2,montreal,9.5975,NETWORK-UPLOAD,Upload speed (Mbps),float,,,,,
3,montreal,0.4273,NETWORK-UPLOAD-TELESCORE,Internet access (upload) [Teleport score],float,,,,,
0,montreal,126.0,ELEVATION,Urban area elevation (meters),float,,,,,
1,montreal,1.0,ELEVATION-HILLS,Presence of hills in city,float,,,,,
2,montreal,1.0,ELEVATION-MOUNTAINS,Presence of mountains in city,float,,,,,
3,montreal,591.0,ELEVATION-PEAKS,Median peak in meters,float,,,,,
4,montreal,0.2448,ELEVATION-PEAKS-TELESCORE,Elevation (hills or mountains) [Teleport score],float,,,,,
5,montreal,0.8158,SEASIDE-ACCESS-TELESCORE,Water access [Teleport score],float,,,,,
6,montreal,1.0,SEASIDE-WATERBODY,Seaside waterbody,float,,,,,
0,montreal,0.7648,AIR-POLLUTION-TELESCORE,Air quality [Teleport score],float,,,,,
1,montreal,0.6899,CLEANLINESS-TELESCORE,Cleanliness [Teleport score],float,,,,,
2,montreal,0.7699,DRINKING-WATER-QUALITY-TELESCORE,Drinking water quality [Teleport score],float,,,,,
3,montreal,0.864,URBAN-GREENERY-TELESCORE,Urban greenery [Teleport score],float,,,,,
0,montreal,0.7313,CRIME-RATE-TELESCORE,Crime rate [Teleport score],float,,,,,
1,montreal,,GUN-DEATH-RATE,"Gun-related deaths per 100,000 residents per year",int,,,,1.97,
2,montreal,0.9478,GUN-DEATH-SCORE-TELESCORE,Lack of gun related deaths [Teleport score],float,,,,,
3,montreal,,GUN-OWNERSHIP,Guns per 100 residents,int,,,,30.8,
4,montreal,0.8331,GUN-OWNERSHIP-SCORE-TELESCORE,Lack of guns [Teleport score],float,,,,,
5,montreal,0.8905,GUN-SCORE-TELESCORE,Lack of guns and gun-related deaths [Teleport score],float,,,,,
0,montreal,0.591,COWORKING-SPACES-TELESCORE,Coworking spaces [Teleport score],float,,,,,
1,montreal,,EVENTS-COUNT,Startup events,int,,,,343.0,
2,montreal,,EVENTS-LAST-12-MONTHS,Number of startup events in the last 12 months,int,,,,1546.0,
3,montreal,0.8581,EVENTS-TELESCORE,Startup events [Teleport score],float,,,,,
4,montreal,,FUNDERBEAM-TOTAL-STARTUPS,Total number of startups,int,,,,779.0,
5,montreal,,MEETUPS-DETAIL-TOTAL-EVENTS,Number of upcoming meetup events,int,,,,70.0,
6,montreal,,MEETUPS-GROUPS,Meetups groups,int,,,,197.0,
7,montreal,,MEETUPS-MEMBERS,Meetups members,int,,,,146672.0,
8,montreal,0.7749,MEETUPS-TELESCORE,Meetups [Teleport score],float,,,,,
9,montreal,,STARTUP-CLIMATE-INVESTORS,Number of investors,int,,,,177.0,
10,montreal,,STARTUP-CLIMATE-NEW-STARTUPS,Average monthly increase in number of startups,int,,,,26.0,
11,montreal,0.7478,STARTUP-CLIMATE-NEW-STARTUPS-TELESCORE,Average monthly increase in number of startups [Teleport score],float,,,,,
12,montreal,0.7265,STARTUP-CLIMATE-SCENE-TELESCORE,Startup climate scene [Teleport score],float,,,,,
13,montreal,0.8727,STARTUP-CLIMATE-STARTUPS-TELESCORE,Startups [Teleport score],float,,,,,
14,montreal,,WORKFROM-COWORKING-SPACES-COUNT,Coworking spaces on WorkFrom.co,int,,,,55.0,
0,montreal,,COMPANY-PROFIT-TAX-RATE,Profit tax (%% of profit),percent,0.21,,,,
1,montreal,0.9574,COMPANY-PROFIT-TAX-RATE-TELESCORE,Effective company profit tax rate on payouts as dividends [Teleport score],float,,,,,
2,montreal,0.4975,INCOME-TAX-TELESCORE,Income tax level [Teleport score],float,,,,,
3,montreal,,TAX-VAT,VAT (Sales Tax),percent,0.05,,,,
4,montreal,,TIME-OVERHEAD-COMPANY-TAXES,Time overhead to file company taxes,int,,,,131.0,
0,montreal,,HUMAN-CITIES-PAGE-URLS,Human city page,url,,,,,http://cities.human.co/details/Canada/Montréal
1,montreal,0.6111,TRAFFIC-INDEX-TELESCORE,Traffic handling [Teleport score],float,,,,,
0,montreal,,AIRPORT-HUB-INDEX-DETAIL,Airport hub,int,,,,93.0,
1,montreal,0.4418,AIRPORT-HUB-TELESCORE,Airport hub [Teleport score],float,,,,,
2,montreal,0.2468,TRAIN-TRANSPORT-TELESCORE,Intercity train connectivity [Teleport score],float,,,,,
0,vancouver,81.8,BUSINESS-FREEDOM,Business freedom,float,,,,,
1,vancouver,0.8027,BUSINESS-FREEDOM-TELESCORE,Business freedom [Teleport score],float,,,,,
2,vancouver,81.0,CORRUPTION-FREEDOM,Freedom from corruption,float,,,,,
3,vancouver,0.8871,CORRUPTION-FREEDOM-TELESCORE,Freedom from corruption [Teleport score],float,,,,,
4,vancouver,72.6,LABOR-RESTRICTIONS,Lack of labor restrictions,float,,,,,
5,vancouver,0.6705,LABOR-RESTRICTIONS-TELESCORE,Lack of labor restrictions [Teleport score],float,,,,,
6,vancouver,1.5,TIME-TO-OPEN-BUSINESS,Time to open a business,float,,,,,
7,vancouver,1.0,TIME-TO-OPEN-BUSINESS-TELESCORE,Time to open a business [Teleport score],float,,,,,
0,vancouver,2.7504,POPULATION-SIZE,Urban area population (millions),float,,,,,
1,vancouver,2045.737548828125,POPULATION-UA-CENTER-DENSITY,Population density in people/sq km in UA center.,float,,,,,
2,vancouver,369.2318863582683,POPULATION-UA-DENSITY,Population density in people/sq km over full UA as defined by bounding box.,float,,,,,
0,vancouver,12.9,WEATHER-AV-DAY-LENGTH,Average day length (hours),float,,,,,
1,vancouver,165.1,WEATHER-AV-NUMBER-RAINY-DAYS,Average number of rainy days per year,float,,,,,
2,vancouver,,WEATHER-AV-POSSIBILITY-SUNSHINE,Average annual percent chance of sunshine,percent,0.40299999999999997,,,,
3,vancouver,,WEATHER-AVERAGE-HIGH,Average high temperature (Celsius),string,,13.9,,,
4,vancouver,,WEATHER-AVERAGE-LOW,Average low temperature (Celsius),string,,6.8,,,
5,vancouver,13.1,WEATHER-SUNSHINE-AMOUNT,Average daily solar radiation (Mj/m²),float,,,,,
6,vancouver,,WEATHER-TYPE,Weather type,string,,Marine West Coast Climate,,,
0,vancouver,0.5259,CONSUMER-PRICE-INDEX-TELESCORE,Inflation [Teleport score],float,,,,,
1,vancouver,,COST-APPLES,A kilogram of Apples,currency_dollar,,,3.1,,
2,vancouver,,COST-BREAD,Bread,currency_dollar,,,1.1,,
3,vancouver,,COST-CAPPUCCINO,A Cappuccino,currency_dollar,,,3.4,,
4,vancouver,,COST-CINEMA,Movie ticket,currency_dollar,,,10.0,,
5,vancouver,,COST-FITNESS-CLUB,Monthly fitness club membership,currency_dollar,,,46.0,,
6,vancouver,,COST-IMPORT-BEER,A beer,currency_dollar,,,3.3,,
7,vancouver,,COST-PUBLIC-TRANSPORT,Monthly public transport,currency_dollar,,,83.0,,
8,vancouver,,COST-RESTAURANT-MEAL,Lunch,currency_dollar,,,13.0,,
9,vancouver,,COST-TAXI,5km taxi ride,currency_dollar,,,8.5,,
10,vancouver,,RESTAURANT-PRICE-INDEX,Price of a meal at a restaurant,currency_dollar,,,68.86,,
0,vancouver,0.7775,CULTURE-ART-GALLERIES-TELESCORE,Art galleries [Teleport score],float,,,,,
1,vancouver,,CULTURE-ART-GALLERIES-VENUE-COUNT,Art galleries,int,,,,191.0,
2,vancouver,0.6722,CULTURE-CINEMA-TELESCORE,Cinemas [Teleport score],float,,,,,
3,vancouver,,CULTURE-CINEMAS-VENUE-COUNT,Cinemas,int,,,,94.0,
4,vancouver,0.8035,CULTURE-COMEDY-CLUBS-TELESCORE,Comedy clubs [Teleport score],float,,,,,
5,vancouver,,CULTURE-COMEDY-CLUBS-VENUE-COUNT,Comedy clubs,int,,,,52.0,
6,vancouver,0.7761,CULTURE-CONCERTS-TELESCORE,Concerts [Teleport score],float,,,,,
7,vancouver,,CULTURE-CONCERTS-VENUE-COUNT,Concert venues,int,,,,167.0,
8,vancouver,0.5738,CULTURE-HISTORICAL-SITES-TELESCORE,Historical sites [Teleport score],float,,,,,
9,vancouver,,CULTURE-HISTORICAL-SITES-VENUE-COUNT,Historical sites,int,,,,119.0,
10,vancouver,0.5696,CULTURE-MUSEUMS-TELESCORE,Museums [Teleport score],float,,,,,
11,vancouver,,CULTURE-MUSEUMS-VENUE-COUNT,Museums,int,,,,104.0,
12,vancouver,0.6877,CULTURE-PERFORMING-ARTS-TELESCORE,Performing arts [Teleport score],float,,,,,
13,vancouver,,CULTURE-PERFORMING-ARTS-VENUE-COUNT,Performing art venues,int,,,,232.0,
14,vancouver,0.8062,CULTURE-SPORTS-TELESCORE,Sports [Teleport score],float,,,,,
15,vancouver,,CULTURE-SPORTS-VENUE-COUNT,Sport venues,int,,,,82.0,
16,vancouver,0.7164,CULTURE-ZOOS-TELESCORE,Zoos [Teleport score],float,,,,,
17,vancouver,,CULTURE-ZOOS-VENUE-COUNT,Zoos,int,,,,16.0,
0,vancouver,,CURRENCY-URBAN-AREA,Currency for urban area,string,,CAD,,,
1,vancouver,1.2676461121,CURRENCY-URBAN-AREA-EXCHANGE-RATE,Currency exchange rate per US dollar for urban area,float,,,,,
2,vancouver,,GDP-GROWTH-RATE,GDP growth rate,percent,0.02532,,,,
3,vancouver,0.4499,GDP-GROWTH-RATE-TELESCORE,GDP growth rate [Teleport score],float,,,,,
4,vancouver,,GDP-PER-CAPITA,GDP per capita,currency_dollar,,,44843.442,,
5,vancouver,0.7182,GDP-PER-CAPITA-TELESCORE,GDP per capita [Teleport score],float,,,,,
0,vancouver,,PISA-DETAIL-HAPPINESS,Percent of happy students,percent,0.7924683349556274,,,,
1,vancouver,,PISA-DETAIL-MATH-HIGH-PERFORMERS,Percent of top performers in PISA math test,percent,0.16395889881368156,,,,
2,vancouver,,PISA-DETAIL-MATH-LOW-PERFORMERS,Percent of low performers in PISA math test,percent,0.13828946464512126,,,,
3,vancouver,515.4297028079022,PISA-DETAIL-MATH-MEAN-SCORES,Country mean scores in PISA math test,float,,,,,
4,vancouver,,PISA-DETAIL-READING-HIGH-PERFORMERS,Percent of top performers in PISA reading test,percent,0.12856778143607905,,,,
5,vancouver,,PISA-DETAIL-READING-LOW-PERFORMERS,Percent of low performers in PISA reading test,percent,0.10894788089799351,,,,
6,vancouver,523.1240029666766,PISA-DETAIL-READING-MEAN-SCORES,Country mean scores in PISA reading test,float,,,,,
7,vancouver,,PISA-DETAIL-SCIENCE-HIGH-PERFORMERS,Percent of top performers in PISA science test,percent,0.11311272404470786,,,,
8,vancouver,,PISA-DETAIL-SCIENCE-LOW-PERFORMERS,Percent of low performers in PISA science test,percent,0.10422230388408599,,,,
9,vancouver,525.4412921426247,PISA-DETAIL-SCIENCE-MEAN-SCORES,Country mean scores in PISA science test,float,,,,,
10,vancouver,,PISA-MATHS-RANKING,PISA math ranking (high school),int,,,,9.0,
11,vancouver,,PISA-RANKING,PISA ranking,int,,,,5.0,
12,vancouver,0.9665,PISA-RANKING-TELESCORE,PISA ranking (high school) [Teleport score],float,,,,,
13,vancouver,,PISA-READING-RANKING,PISA reading (high school),int,,,,2.0,
14,vancouver,,PISA-SCIENCE-RANKING,PISA science (high school),int,,,,6.0,
15,vancouver,0.4113,QUALITY-OF-UNIVERSITIES-TELESCORE,University quality [Teleport score],float,,,,,
16,vancouver,,UNIVERSITIES-BEST-RANKED-NAME,Best university in ranking,string,,University of British Columbia,,,
17,vancouver,,UNIVERSITIES-BEST-RANKED-RANK,Best university ranking,int,,,,36.0,
0,vancouver,0.9068,HEALTHCARE-COST-TELESCORE,Healthcare expenditure [Teleport score],float,,,,,
1,vancouver,82.1746,HEALTHCARE-LIFE-EXPECTANCY,Life expectancy (years),float,,,,,
2,vancouver,0.929,HEALTHCARE-LIFE-EXPECTANCY-TELESCORE,Life expectancy [Teleport score],float,,,,,
3,vancouver,0.7896,HEALTHCARE-QUALITY-TELESCORE,Healthcare quality [Teleport score],float,,,,,
0,vancouver,,APARTMENT-RENT-LARGE,Large apartment,currency_dollar,,,2100.0,,
1,vancouver,,APARTMENT-RENT-MEDIUM,Medium apartment,currency_dollar,,,1700.0,,
2,vancouver,,APARTMENT-RENT-SMALL,Small apartment,currency_dollar,,,1300.0,,
3,vancouver,0.3896,RENT-INDEX-TELESCORE,Rent index [Teleport score],float,,,,,
0,vancouver,,ELDERLY-PEOPLE,Percent of elderly people (65+ years) in country,percent,0.001818,,,,
1,vancouver,81.9,LIFE-EXPECTANCY,Life expectancy at birth in country,float,,,,,
2,vancouver,42.0,MEDIAN-AGE,Median age in country,float,,,,,
3,vancouver,,UNEMPLOYMENT-RATE,Unemployment rate in country,percent,0.0007099999999999999,,,,
0,vancouver,,EMPLOYER-SOCIAL-TAXES-CAP-OTHER,Maximum amount paid by employer as other social taxes per employee,currency_dollar,,,82.0,,
1,vancouver,,EMPLOYER-SOCIAL-TAXES-CAP-SOC-SEC,Maximum amount paid by employer as social security taxes per employee,currency_dollar,,,156.0,,
2,vancouver,,EMPLOYER-SOCIAL-TAXES-OTHER,Employer social taxes per employee,percent,0.02632,,,,
3,vancouver,,EMPLOYER-SOCIAL-TAXES-SOC-SEC,Employer social security taxes per employee,percent,0.0495,,,,
4,vancouver,,STARTUP-JOBS-AVAILABLE,Startup jobs available,int,,,,351.0,
5,vancouver,0.7842,STARTUP-JOBS-AVAILABLE-TELESCORE,Startup job availability [Teleport score],float,,,,,
6,vancouver,0.6353,STARTUP-SALARIES,Startup salary [Teleport score],float,,,,,
7,vancouver,,STARTUP-SALARIES-DETAIL,Startup salary,currency_dollar,,,57767.0,,
0,vancouver,,ENGLISH-SKILLS-DETAIL,English skills,int,,,,100.0,
1,vancouver,1.0,ENGLISH-SKILLS-TELESCORE,English skills [Teleport score],float,,,,,
2,vancouver,,SPOKEN-LANGUAGES,Spoken languages,string,,"English, French",,,
0,vancouver,,LGBT-DETAIL-ADOPTION,LGBT adoption rights,string,,✔ Legal,,,
1,vancouver,,LGBT-DETAIL-AGE-OF-CONSENT,LGBT age of consent,string,,✖ Unequal,,,
2,vancouver,,LGBT-DETAIL-CHANGING-GENDER,LGBT gender changing rights,string,,Varies by Region,,,
3,vancouver,,LGBT-DETAIL-CONVERSION-THERAPY,LGBT conversion therapy regulations,string,,Varies by Region,,,
4,vancouver,,LGBT-DETAIL-DISCRIMINATION,LGBT discrimination legality,string,,Illegal in some contexts,,,
5,vancouver,,LGBT-DETAIL-DONATING-BLOOD,LGBT blood donation regulations,string,,✖ Banned (5-year deferral),,,
6,vancouver,,LGBT-DETAIL-EMPLOYMENT-DISCRIMINATION,LGBT employment discrimination legality,string,,Sexual orientation only,,,
7,vancouver,,LGBT-DETAIL-HOMOSEXUALITY,LGBT homosexuality rights,string,,✔ Legal,,,
8,vancouver,,LGBT-DETAIL-HOUSING-DISCRIMINATION,LGBT housing discrimination legality,string,,Varies by Region,,,
9,vancouver,,LGBT-DETAIL-MARRIAGE,LGBT marriage rights,string,,✔ Legal,,,
10,vancouver,,LGBT-DETAIL-OPINION-PERCENT-IN-FAVOR,Homosexuality acceptance (percent of the surveyed population in favor),percent,0.8,,,,
11,vancouver,82.02,LGBT-INDEX,LGBT Equality Index,float,,,,,
12,vancouver,0.8369,LGBT-INDEX-TELESCORE,LGBT Equality Index [Teleport score],float,,,,,
13,vancouver,0.8221,TOLERANCE-TOWARDS-MINORITIES-TELESCORE,Tolerance towards minorities [Teleport score],float,,,,,
0,vancouver,22.5,NETWORK-DOWNLOAD,Download speed (Mbps),float,,,,,
1,vancouver,0.3894,NETWORK-DOWNLOAD-TELESCORE,Internet access (download) [Teleport score],float,,,,,
2,vancouver,12.6375,NETWORK-UPLOAD,Upload speed (Mbps),float,,,,,
3,vancouver,0.5207,NETWORK-UPLOAD-TELESCORE,Internet access (upload) [Teleport score],float,,,,,
0,vancouver,51.0,ELEVATION,Urban area elevation (meters),float,,,,,
1,vancouver,1.0,ELEVATION-HILLS,Presence of hills in city,float,,,,,
2,vancouver,1.0,ELEVATION-MOUNTAINS,Presence of mountains in city,float,,,,,
3,vancouver,1812.0,ELEVATION-PEAKS,Median peak in meters,float,,,,,
4,vancouver,0.5518,ELEVATION-PEAKS-TELESCORE,Elevation (hills or mountains) [Teleport score],float,,,,,
5,vancouver,0.9282,SEASIDE-ACCESS-TELESCORE,Water access [Teleport score],float,,,,,
6,vancouver,1.0,SEASIDE-SEASIDE,Seaside access,float,,,,,
0,vancouver,0.8927,AIR-POLLUTION-TELESCORE,Air quality [Teleport score],float,,,,,
1,vancouver,0.8655,CLEANLINESS-TELESCORE,Cleanliness [Teleport score],float,,,,,
2,vancouver,0.7558,DRINKING-WATER-QUALITY-TELESCORE,Drinking water quality [Teleport score],float,,,,,
3,vancouver,0.8553,URBAN-GREENERY-TELESCORE,Urban greenery [Teleport score],float,,,,,
0,vancouver,0.6808,CRIME-RATE-TELESCORE,Crime rate [Teleport score],float,,,,,
1,vancouver,,GUN-DEATH-RATE,"Gun-related deaths per 100,000 residents per year",int,,,,1.97,
2,vancouver,0.9478,GUN-DEATH-SCORE-TELESCORE,Lack of gun related deaths [Teleport score],float,,,,,
3,vancouver,,GUN-OWNERSHIP,Guns per 100 residents,int,,,,30.8,
4,vancouver,0.8331,GUN-OWNERSHIP-SCORE-TELESCORE,Lack of guns [Teleport score],float,,,,,
5,vancouver,0.8905,GUN-SCORE-TELESCORE,Lack of guns and gun-related deaths [Teleport score],float,,,,,
0,vancouver,0.6836,COWORKING-SPACES-TELESCORE,Coworking spaces [Teleport score],float,,,,,
1,vancouver,,EVENTS-COUNT,Startup events,int,,,,416.0,
2,vancouver,,EVENTS-LAST-12-MONTHS,Number of startup events in the last 12 months,int,,,,1489.0,
3,vancouver,0.8877,EVENTS-TELESCORE,Startup events [Teleport score],float,,,,,
4,vancouver,,FUNDERBEAM-TOTAL-STARTUPS,Total number of startups,int,,,,1238.0,
5,vancouver,,MEETUPS-DETAIL-TOTAL-EVENTS,Number of upcoming meetup events,int,,,,143.0,
6,vancouver,,MEETUPS-GROUPS,Meetups groups,int,,,,200.0,
7,vancouver,,MEETUPS-MEMBERS,Meetups members,int,,,,197742.0,
8,vancouver,0.861,MEETUPS-TELESCORE,Meetups [Teleport score],float,,,,,
9,vancouver,,STARTUP-CLIMATE-INVESTORS,Number of investors,int,,,,350.0,
10,vancouver,,STARTUP-CLIMATE-NEW-STARTUPS,Average monthly increase in number of startups,int,,,,24.0,
11,vancouver,0.7297,STARTUP-CLIMATE-NEW-STARTUPS-TELESCORE,Average monthly increase in number of startups [Teleport score],float,,,,,
12,vancouver,0.7415,STARTUP-CLIMATE-SCENE-TELESCORE,Startup climate scene [Teleport score],float,,,,,
13,vancouver,0.9043,STARTUP-CLIMATE-STARTUPS-TELESCORE,Startups [Teleport score],float,,,,,
14,vancouver,,WORKFROM-COWORKING-SPACES-COUNT,Coworking spaces on WorkFrom.co,int,,,,124.0,
0,vancouver,,COMPANY-PROFIT-TAX-RATE,Profit tax (%% of profit),percent,0.21,,,,
1,vancouver,0.9574,COMPANY-PROFIT-TAX-RATE-TELESCORE,Effective company profit tax rate on payouts as dividends [Teleport score],float,,,,,
2,vancouver,0.4975,INCOME-TAX-TELESCORE,Income tax level [Teleport score],float,,,,,
3,vancouver,,TAX-VAT,VAT (Sales Tax),percent,0.05,,,,
4,vancouver,,TIME-OVERHEAD-COMPANY-TAXES,Time overhead to file company taxes,int,,,,131.0,
0,vancouver,,HUMAN-CITIES-PAGE-URLS,Human city page,url,,,,,http://cities.human.co/details/Canada/Vancouver
1,vancouver,0.5748,TRAFFIC-INDEX-TELESCORE,Traffic handling [Teleport score],float,,,,,
0,vancouver,,AIRPORT-HUB-INDEX-DETAIL,Airport hub,int,,,,86.0,
1,vancouver,0.4155,AIRPORT-HUB-TELESCORE,Airport hub [Teleport score],float,,,,,
2,vancouver,0.1387,TRAIN-TRANSPORT-TELESCORE,Intercity train connectivity [Teleport score],float,,,,,
